sentence_id; toponyms_list; nearby_abbreviations 
34462; Ножово; д 
34463; Ножово; д 
34464; Ножово; д 
34465; Ножово; д 
34466; Ножово; х, д 
34467; Сенокосная поляна; у 
34468; Пудож, Каргополь; х 
34469; Ножово; д 
34470; Старая Водла; х, д, р 
34471; Ножово; д 
34472; Ручей, Ножово, Радручей; к, д, руч 
34473; Ножово; х, д 
34474; Ножово; д 
34475; Ножово; д 
34476; Ножово; х, д 
34477; Водле; д, р 
34478; Ножово; д 
34479; Ножово, Радручей; х, д, руч 
34480; Пудож, Каргополь; х, д 
34481; Ножово; д 
34482; Коловск, Пудожск; с, р 
34483; Водле, Ножово; р, у, д 
34484; Покос, Ножово; у, д 
34485; Пудож, Каргополь; х, д 
34486; Ножово, Старая Водла; х, д 
34487; Ручей;  
34488; Покос, Ножово; с, д 
34489; Ножово; д 
34490; Ножово; д 
34491; Ножово, Ручей, Масляный; д, к 
34492; Ножово; з, д 
34493; Ножово; д 
34494; С/х урочище, Радручей, Пистручей, Ножово; х, д 
34495; Рябиха;  
34496; Ножово; х, д 
34497; Водлы, Ножово; р, д 
34498; Ножово; д 
34499; Ножово, Угол Новзимский, Новзима; х, д 
34500; Новзима, Угол д., Ножово; д, с, х 
34501; Ножово, Межуполье; д, с, уроч 
34502; Ножово; д 
34503; Ножово; д 
34504; Ножово; х, д, руч 
34505; Ножово; д 
34506; Ножово; д 
34507; Ножово; д 
34508; Росляково; у, д 
34509; Росляково; у, д 
34510; Росляково; у, д 
34511; Росляково; у, д 
34512; Росляково; у, д 
34513; Росляково; у, д 
34514; Росляково; у, д 
34515; Росляково; у, д 
34516; Росляково; у, д 
34517; Росляково; у, д 
34518; Росляково; у, д 
34519; Водла; р, с 
34520; Ченежа; д 
34521; ;  
34522; Ченежа, Протидвория, Ченежа; д 
34523; Ченежа, Водлы, Маленькое Гавзово; д, р 
34524; Сенокос, Ченежа; д 
34525; Ченежа; д 
34526; Ченежа, Верхнее, Верхний Наволок; д 
34527; Ченежа, Серёдки; д, у 
34528; Ченежа; д 
34529; Ченежа; д 
34530; Пахотный участок; д 
34531; Ченежа, Волковы; д 
34532; Ченежа; д 
34533; ;  
34534; Ченежа; д, с, уроч 
34535; ;  
34536; Ченежа; д 
34537; Ченежа, Раднаволоке; д 
34538; Ченежа; д 
34539; Ченежа; д 
34540; Ченежа; д 
34541; Ченежа, Водлы, Ченежа, Викулины поляны; д, уроч, р 
34542; Ченежа; д 
34543; Ченежа; д 
34544; Ченежа; д 
34545; Ченежа; д 
34546; Ченежа; д 
34547; Ченежа; д 
34548; Ченежа; д 
34549; Ченежа; д 
34550; Ченежа; д 
34551; Водле; д, р 
34552; Водле; д, р 
34553; Ченежа; д 
34554; Ченежа, Кузнично, Волково поле; д, уроч 
34555; Ченежа, Ченежа; д, р 
34556; Ченежа; д 
34557; Ченежа; д 
34558; Ченежа, Под Кумбушкой; д, с 
34559; Болото; д 
34560; Ченежа; д 
34561; Ченежа, Водла, Большое Гавзово; д, р 
34562; Сенокос под Четвертями, Ченежа; д 
34563; ;  
34564; Водла, Ченежа; д, р 
34565; Ченежа; д 
34566; Ченежа; д 
34567; Ченежа; д 
34568; Ченежа; д 
34569; Ченежа; д 
34570; Сенокос, Росляково; д 
34571; Ченежа, Кумбушка; д, с 
34572; Ченежа, Больша; д, с, уроч 
34573; Поле; м, д 
34574; Ченежа; д 
34575; Сенокос д. Ченежа, Зародия; д, с 
34576; Ченежа, Колово, Водла, Маленькое Гавзово, Большое Гавзово; д, р 
34577; Ченежа, Нишукова; д 
34578; Ченежа; д 
34579; Ченежа, Рыбиных гугай, Сорокиных гугай; д 
34580; Ченежа; д 
34581; ;  
34582; Ченежа; д 
34583; Сенокос д. Ченежа; д 
34584; Ченежа; д 
34585; Водла, Ченежа; р, у, д 
34586; Сенокос, Сиговских полей; у, д 
34587; Ченежа, Ченежского ручья; д 
34588; Ченежа; д 
34589; Ченежа; д 
34590; Ченежа, Водла; д, р, с 
34591; Сенокос д. Ченежа; д 
34592; Ченежа, Водла; д, р 
34593; Ченежа; д 
34594; Ченежа; д 
34595; Ченежа; д 
34596; Ручей, Колтозера; д 
34597; Покосы, Водла, Кривцы; р, д 
34598; Водла, Кривцов; р 
34599; ;  
34600; Кривцы; д 
34601; ;  
34602; Водла; р 
34603; Поле; д 
34604; Поле; д 
34605; Сума, Кривцы; д 
34606; Пудож; г 
34607; Водла, Кривцы; р, д 
34608; Кривцы, Сеноброд, Водла; д, с, уроч, р 
34609; Водла, Бомба, Кривцы; р, к, д 
34610; р. Колода, Кривецком пороге, Отовжа, Кривцы; р, с 
34611; Сомба, Кривцы; р, д 
34612; ;  
34613; Пашня; к, д 
34614; Ручей; к, д 
34615; Кривцы, Кривцы, Водла; к, д, р 
34616; Водла; р 
34617; Болото; к, д 
34618; Лес; с, д 
34619; Поляны; с 
34620; ;  
34621; Кривцы; д 
34622; Кривцы; д 
34623; Заброш; к 
34624; Кривцы; д 
34625; Заброш; к 
34626; Кривцы, Водла; д, р 
34627; Кривцы; д 
34628; Кривцы; д 
34629; ;  
34630; д. Гора, Кривцы, Кривцы; д, к 
34631; Кривцы; д 
34632; Кривцы, Водла; д, р 
34633; Боры, Кондак; уроч, д 
34634; Кривцы; д 
34635; Болото; д 
34636; Кривцы; д 
34637; ;  
34638; Заброш; к 
34639; Кривцы, Пудож; д, г 
34640; Кривцы; д 
34641; Кривцы; д 
34642; Кривцы; д 
34643; Пудож, Водла; д, г, уроч, р 
34644; Пудож, Жиловщина; г, уроч 
34645; Кривцы; д 
34646; Водла; р, д 
34647; Кривцы, Водла, Кривцы; д, р 
34648; Кривцы; д 
34649; Кривцы; д 
34650; Пудож, Ебисельга, Водла; д, г, уроч, р 
34651; Кривцы; д 
34652; ;  
34653; Кривцы, Пудож; д, г, к 
34654; Мост через Каменный ручей;  
34655; Кривцы; д 
34656; Кривцы; д 
34657; ;  
34658; Поляны; с 
34659; Лес; с, д 
34660; Кривцы, Водла, Половинный Ручей; д, р, уроч 
34661; Кривцы, Водла, Половинный Ручей; д, р, уроч 
34662; ;  
34663; ;  
34664; Водла, Пудож; р, г 
34665; Кривцы; д 
34666; Сомба, Сомба; р, у 
34667; Кривцы; д 
34668; Водла, Кривцы, Горка; д, р 
34669; Сомба; р 
34670; Покосы;  
34671; Кривцы; д 
34672; Пашня; с, з 
34673; Кривцы; д 
34674; ;  
34675; Водла, Кривцы; р, у, д 
34676; Сомба; р 
34677; Колода, Отовозеро, Кривецкого порога, Кривцы; р, оз, у, с 
34678; Колода, р. Колода, Кривцы; р, д 
34679; ;  
34680; Сенокосы; к, д 
34681; Юнга; р 
34682; Юнга; у, р 
34683; Водла, Каргополь; д, р, у, г 
34684; Кривцы, Поле; к, д, у 
34685; Синоброд; д 
34686; Поляна; с, д 
34687; Кривцы, Водла; д, р 
34688; Кривцы, Горка, Кривцы, Водла; д, к, р 
34689; Водла, Кривцы, Кубово; р, д, п 
34690; Водла, Кривцы; р, д 
34691; Кривцы; д 
34692; Кривцы; д 
34693; Кривцы; д 
34694; Кривцы; д 
34695; ;  
34696; Кривцы; д 
34697; Кривцы; д 
34698; ;  
34699; Лес; с, д 
34700; Поляны; с 
34701; Кривцы; д 
34702; Поляна; д 
34703; Пудож; д, г 
34704; ;  
34705; Покосы;  
34706; Кривцы, Водла; д, р 
34707; Кривцы; д 
34708; Водла; р 
34709; Заброш, Кривцы; д 
34710; Мост через одноименный ручей;  
34711; Поле;  
34712; Ручей;  
34713; Водла; р, д 
34714; Колодозеро, Синоброд, Кривцы; к, д 
34715; Кривцы; д 
34716; Кривцы; д 
34717; Кривцы; д 
34718; ;  
34719; Заброш; к 
34720; Сума, Кривцы; д 
34721; Водла; р 
34722; Кривцы; д 
34723; Кривцы; д 
34724; Горка; д 
34725; Пудож, У Креста Мишиных; г, с, уроч 
34726; Сомба; р 
34727; Кривцы; д 
34728; Сомба; у, р 
34729; Сомба; у, р 
34730; Заброш, Кривцы; д 
34731; Юнга; у, р 
34732; Пудож; д, г 
34733; ;  
34734; ;  
34735; ;  
34736; Заброш;  
34737; Салмозером, Колодой;  
34738; Сенокос, Водла, Усть, Колода; р, д, руч 
34739; Водла, Усть, Колода; р, уроч, д 
34740; Сенокос, Мягручью;  
34741; Бывш, Кубово; пос 
34742; Колода; р 
34743; Водла, Усть-Колода; р, д 
34744; р. Колода, Усть-Колода; р, у, д 
34745; Водла, Черный; р, о 
34746; Салмозеру; к 
34747; Водла, Березовец, Водлой Рекой; р, у, о, д 
34748; Водла, Берёзовец, Усть-Колода; р, у, о, д 
34749; Водла; с, р, у, дер 
34750; ;  
34751; Сума; д 
34752; Суме; к 
34753; Водла, Березовец; р, д, о 
34754; Сенокос, Водла; р 
34755; Водла, Березовец; р, д, о 
34756; Водла, Березовец; р, д, о 
34757; Кубово; с, д 
34758; Кубово; п 
34759; Кубово; п 
34760; Водла, Кубово; р, пос 
34761; Водла, Кубово; р, пос 
34762; Усть-Колода; д 
34763; Мягручью;  
34764; Колода; р 
34765; Усть, Колода; д 
34766; Кубово; п 
34767; Еремеевская; д 
34768; Водла, Колода, Залмут, Сплавного поселка; р, уроч 
34769; Водла; р 
34770; Сенокос, Колода; р, у 
34771; ;  
34772; ;  
34773; р. Колода; р, уроч, омут 
34774; ;  
34775; Водла, Кубово; р, пос 
34776; Сенокос, Водла; р 
34777; Поляна, Поле;  
34778; Пожня;  
34779; Салмозеро; д 
34780; Салмозеро; д 
34781; Сплавным поселком, р. Колода, Колоды; руч, р 
34782; Сплавным поселком, р. Колода, Колоды; руч, р 
34783; Сенокос д. Усть-Колода, Колода; д, р 
34784; Водла, Кубово, Чёрно, Нигозёрка; берег, р, д, с, х 
34785; Водла, Кубово; р, д 
34786; Водла, Кубово; р, д 
34787; р. Колода, Домашний; р, омут 
34788; Сенокос д. Усть-Колода, Водла, Водлицкими, Водла; д, р, с 
34789; Кубово; д 
34790; Шилты, Каблук; у 
34791; Кубовская, Сума; д 
34792; Усть-Колода, р. Колода, ур. Зяблуха; д, у, р 
34793; Кубово; п 
34794; ;  
34795; р. Колода, Сыпучая Гора; р, у, уроч, с, пор 
34796; Усть-Колода, Колода; д, р 
34797; Усть-Колода, Колода; д, р 
34798; р. Колода; уроч, р 
34799; Водла, Маковей; р 
34800; Кубово, Евдокимов; у, д, к 
34801; р. Колода, Пирожник, Пенькин; р 
34802; Пудож; г 
34803; ;  
34804; Пудожский р-н; р 
34805; Кубово; п 
34806; Пудожский р-н; р 
34807; Поляны, Залмут; уроч 
34808; Кубово; п 
34809; Кубово; п 
34810; Водла, Лейбушка; р 
34811; Водла, Сума; р, пос, д 
34812; Водла, Войбуч, Сухая река; р, у, о 
34813; Водла, Войбуч; р, о, пор 
34814; Усть, Колода; дер 
34815; Макаров; х 
34816; Водла; р 
34817; Водла; р 
34818; Сенокос д. Усть-Колода, Колода; д, р 
34819; р. Колода, Селюговским, Подсуковским; р 
34820; Водла, Кубово, Пихручей; р, п 
34821; Сенокосное урочище;  
34822; Кубово; п 
34823; Водла, Маймозеро, Колода; р, с, оз 
34824; Усть-Колода, Колода; д 
34825; Водла, р. Колода, Усть, Колода; р, с, уроч, д 
34826; Водла, р. Колода, Усть-Колода, Колода, Салмозера; р, с, уроч, д 
34827; Поле, Усть, Колода; уроч, с, д 
34828; Усть-Колода; д 
34829; Колода; р 
34830; Водла, Колода; р 
34831; Водла, Кубовская, Усть, Колода; р, д 
34832; Сенокосные угодья;  
34833; Нигозеро; д 
34834; Сенокосное урочище;  
34835; Водла, Нига; р 
34836; Хутор;  
34837; Усть, Колода; д 
34838; Колода; р, у, пор 
34839; Сенокос, Водла, Долгий Берег; р, уроч 
34840; Усть-Колода; д 
34841; р. Колода; р 
34842; р. Колода; р 
34843; Водла, Сплавного поселка; р 
34844; Колода; р 
34845; р. Колода, Пенькин, Усть-Колода; р, д 
34846; Кубово; п 
34847; р. Колода; р, у, порог 
34848; Водла, Войбуч; р, о, пор 
34849; р. Колода, Суковский, Кривой; р 
34850; р. Колода, Пенькин; р 
34851; Колода, Майморучья, Усть, Колода; у, р, д 
34852; Водла, Пихручей; р, руч 
34853; Водла, Кубово; р, с 
34854; Сенокосное урочище, Колода; д 
34855; р. Водла, Кубовская; р, д 
34856; р. Колода; р 
34857; Водла; р 
34858; р. Колода; р, пор, уроч 
34859; р. Колода, Подсуковский; р, у, пор 
34860; Рюшка;  
34861; Водла, Кубовская; р, д 
34862; Сенокос, Водла; р 
34863; р. Колода; р 
34864; Водла, Войбуч, Липка, Сальников; р, пор 
34865; Сенокос; у 
34866; Кубовская; д 
34867; Водла, Кривцы; р, д 
34868; р. Колода; р 
34869; Поле;  
34870; р. Колода, Майморучья; р 
34871; Водла, Усть, Колода; р, д 
34872; Сенокос, Водла; р 
34873; Сенокос, Водла; р 
34874; Кубово; п 
34875; Водла, Войбуч, Летняя Река; р, у, о 
34876; Сенокос, Водла; р 
34877; Усть-Колода; у, д 
34878; Салмозеро, Усть-Колода; д 
34879; Пахотная поляна, Колода; д 
34880; Водла, Кубовым, Кривцами, Подъиваньков, Поршинским; р, пор 
34881; ;  
34882; Колода, Селюговский порог; р, у, порог 
34883; р. Колода, Селюги; р, у, уроч 
34884; Славручья;  
34885; Водла, Усть-Колода; р, д 
34886; Сенокос;  
34887; р. Колода, Майморучья; р 
34888; р. Колода, Усть, Колода; р, д 
34889; Сенокос;  
34890; Колода; берег, р 
34891; Колода; р 
34892; Поляна;  
34893; Водла, Кубово, Нигозёрка; р, у, пос 
34894; ;  
34895; Колода, Водла; р 
34896; Кубово; п 
34897; Водла, Войбуча; р 
34898; Водла, Усть-Колода, Берёзовый; р, д, о 
34899; Колода, Водла; д, у, р 
34900; Усть-Колода, Рюшка; д 
34901; Колода; р, пор 
34902; р. Колода, Сплавного поселка; р, у 
34903; Кубово; п 
34904; Рюшка, Усть-Колода; д 
34905; Кубово; п 
34906; С/х; х 
34907; Водла, Усть-Колода; р, д 
34908; Поле, Остров; д 
34909; Остров; д 
34910; Остров; д 
34911; Водла, Остров; р, у, д 
34912; Водла, Остров; р, у, д 
34913; Остров; д 
34914; Остров; д 
34915; Остров; д 
34916; Остров; д 
34917; Остров; д 
34918; Остров; д 
34919; Остров; д 
34920; Остров; д 
34921; Остров; д 
34922; Ручей, Кулгозеро; оз 
34923; Остров; д 
34924; Остров; д 
34925; Кривецкий с/с, Пудожский р-н; с, р 
34926; Остров; д 
34927; Остров; д 
34928; Остров; д 
34929; Остров; д 
34930; Остров; д 
34931; Остров; с, з, д 
34932; Заречье; у, д 
34933; Заречье; у, д 
34934; Заречье; у, д 
34935; Заречье; у, д 
34936; Остров Заречье, Березник Пахомовых, Тереховых, Кондратьевых, Васькиных; д 
34937; Остров Заречье; д 
34938; Водла, Заречье; р, д 
34939; ;  
34940; ;  
34941; ;  
34942; Остров Заречье, Водла; д, р 
34943; Остров Заречье, Глинаши Терехины, Алексахины, Агеевых, Нижние; д 
34944; Пахотное угодье, Заречье; д 
34945; Заречье; у, д 
34946; Остров Заречье; д 
34947; Заречье; у, д 
34948; Остров Заречье; д 
34949; Водла, Остров Заречье; р, д 
34950; Остров Заречье; д 
34951; Остров Заречье, Заречье; д, у 
34952; Остров Заречье; д 
34953; Заречье; у, д 
34954; Остров Заречье, Великая Нива; д, с, уроч 
34955; Остров Заречье; д 
34956; Остров Заречье, Верхняя, Нижняя; д 
34957; Остров Заречье, Большого поля; д, р 
34958; Остров Заречье; д 
34959; Водла, Заречье, Брусно; р, д, о 
34960; Брусно; о 
34961; Водла, Остров Заречье; р, д 
34962; Остров Заречье; д 
34963; Водла, Остров Заречье; р, д 
34964; Остров Заречье, Заречье; д, у 
34965; Заречье; у, д 
34966; Поле, Заречье; д 
34967; Заречье; у, д 
34968; Водла, Заречье; р, у, д 
34969; Луга, Заречье; у, д 
34970; Остров Заречье; д 
34971; Покосы, Заречье; у, д 
34972; Поляна, Заречье; у, д 
34973; Поляна, Заречье; д 
34974; Остров Заречье; д 
34975; Заречье; у, д 
34976; Поляна, Заречье; у, д 
34977; Остров Заречье, Поляна, Заречье; д, у 
34978; Сума; д 
34979; Водла, Сума, Сума; р, д 
34980; Поляна; уроч 
34981; Сума; д 
34982; Сума; д 
34983; Сума; р 
34984; Сума, Кривцы; д 
34985; Сума, Лейбушка; д, к, р 
34986; Сума; д 
34987; Сума; р 
34988; Сума; р 
34989; Рогозеро; у, д, оз 
34990; Лесное урочище, Сума, Рогозеру, Лапсельга; д, к, с, уроч 
34991; Сума; р 
34992; Поляна, Кубово; уроч, с 
34993; Кубово, Сума, Сума, Кубово; с, к, д, р 
34994; Сума; д 
34995; Болото, Боры; уроч 
34996; Сума; д 
34997; Сума; д 
34998; Сума, Сума, С/х, Рогозеру; р, д, уроч, х, к 
34999; Кривцы; к, с 
35000; Гора; д 
35001; Сума; д 
35002; Водла; р 
35003; Сума, Сума; р, д 
35004; Сума, Сума; р, д 
35005; Лейбушка, Ландрозеро; р, у, оз 
35006; Водла, Лейбушка, Кубово, Кривцы; р 
35007; Сума; д 
35008; Остров, Сума, Кубово, Демидова, Романовых, Рогозеровых; к, д, р 
35009; Сумы;  
35010; Крутая гора, Сума, Иручей; д, руч 
35011; Сума, Сума; д, с, з 
35012; Сума; д 
35013; Сума; д 
35014; Сума; д 
35015; Сума; д 
35016; ;  
35017; Сумы;  
35018; Сума; д 
35019; Заброш, Сума; д 
35020; Сума; д 
35021; ;  
35022; С/х поляна, Сума; х, д 
35023; Сума, Сума; р, д 
35024; Сума; д 
35025; Сума; р, у 
35026; Иргору, Сума, Сума; р, д, уроч 
35027; ;  
35028; Остров; д 
35029; Сума; р 
35030; Сума, Сума; р, д 
35031; Рогозеру; х, к 
35032; Сума; д 
35033; Гора, Старая Деревня, Остров; д, у, с, уроч 
35034; Сума; у, д 
35035; Остров; д 
35036; Сума; д 
35037; Сума; у, д 
35038; Сума; д 
35039; Никонова Гора, Сума, Подзаручейное поле; д, к, у, р 
35040; Сума; д 
35041; Сума; д 
35042; Сума; д 
35043; Сума, Кубово; р, д 
35044; Сума, Кривцы, Сума, Кубово; д, к, р, с 
35045; Сума; к, д 
35046; Лесное урочище, Сума, Рогозеро, Лапсельга; уроч, д 
35047; Сума; д 
35048; Сума; д 
35049; Сума, Сума; р, д 
35050; Сума, Водла, Сума, Кулгозеро, Сума, Иргора; к, д, р, оз 
35051; Сума, Нижняя Дорожка, Иргоре; д, уроч, к 
35052; Сума, Сума; х, р, д 
35053; Сума, Сума, Лупсельное, Сума; д, р, у 
35054; Сума, Сума; д, р 
35055; Сума, Сума; р, д 
35056; Сума, Сума; р, д 
35057; Сума; у, д 
35058; Сума; д 
35059; Мостик; руч 
35060; Сумский ручей;  
35061; Сума; у, д 
35062; Поляна, Демидова; уроч, д, у, руч 
35063; Кривцы; д 
35064; Сума; д 
35065; Остров; к, д 
35066; Сума, Сума, Кубово; д, р 
35067; Сума, Долгий Берег; р, уроч 
35068; ;  
35069; Иргоре, Сума, Сума; к, р, д, уроч 
35070; Сума, Остров, Сума, Иручей, Сума; д, з, р 
35071; Лесное урочище, Кубово, Рогозеро, Пентюшковы Ложки; д, к 
35072; Водла, Сума, Сума, Кубово, Сума; р, д, с 
35073; Сума, Лейбушка; д, р 
35074; Водла, Лейбушка; р 
35075; Водла, Лейбушка; р 
35076; Рогозеру, Сума; к, д 
35077; Лесное урочище, Рогозеро, Лапсельга; уроч 
35078; Сума, Сума, Сума; р, у, д 
35079; Сума, Сума, Сума; у, д, р 
35080; Сума; д 
35081; Сума, Рогозеро; д, у 
35082; Сенокос; руч 
35083; Сума, Сума, Сума; х, р, д, у 
35084; Сума; д 
35085; Лейбушка; р 
35086; Лейбушка; р 
35087; Сума, Сума; р, д, у 
35088; Сума; у, д 
35089; Сума, Сума, Сума; р, у, д 
35090; Сума; р, у 
35091; Сума; д 
35092; Сума; д 
35093; Сума, Сума; р, д, уроч 
35094; Маленькое глухое озеро, Сума; уроч, р 
35095; Сума; д 
35096; Остров; д 
35097; Сума, часовня Фрола и Лавра, Сума; р, д 
35098; Остров; д 
35099; Сума; р 
35100; Сума, Сума; р, д 
35101; Сума; д 
35102; Гора, Сумы; д 
35103; Сума, Сума, Сума, Сума, Рогозеро, Сума, Сума; р, д, у, с, уроч 
35104; Никова Гора; у, д 
35105; Сума; д 
35106; Пахотное угодье, Сума, Сума; д, р 
35107; Сума; р 
35108; Поле; у 
35109; Сума, Сума; р, у, д 
35110; Сума, Поршта; д 
35111; Сума, Сума, Поляна; д, уроч 
35112; Водла, Лейбушка, Лапсельга; р, уроч 
35113; Рогозеру; к 
35114; Сума; д 
35115; Сума, Кубово; р, д 
35116; Сума, Кубово; р, д 
35117; Кубово;  
35118; Водла, Сума; р, руч 
35119; Сума; д 
35120; ;  
35121; Рогозеру; к 
35122; Остров; х, д 
35123; Сума, Сума; р, д 
35124; Сума, Сума; р, д 
35125; Рогой, Сума; у, д 
35126; Сума; д 
35127; Сенокос, Сума; р, к, уроч 
35128; Сума; д 
35129; Сума, Водла, Кубово; д, р, с 
35130; Гора; д 
35131; Сума, Пахотное угодье, Сума, Сума, Лупсельное поле; д, р, с, уроч 
35132; Пименовы;  
35133; Сума; р 
35134; Водла, Кривцы; р, с 
35135; Рогозеро; д, у, оз 
35136; Сума, Водла; р 
35137; Сума; р 
35138; Сума, Сума, Кубово; д, р 
35139; Водла, Сумозеро, Притоки, Верхний Рогой, Нижний Рогой, Сума; р, оз, д 
35140; Кривцы, Сума; д, р 
35141; Сума; р 
35142; Сума; д 
35143; Сума; д 
35144; Сума; р 
35145; Сума, Сума; р, д 
35146; ;  
35147; Сума; д 
35148; Сума, Сума; р, д 
35149; Большой сенокосный наволок; руч 
35150; Сума, Сума; д 
35151; Сума; р 
35152; Кубово, Сума, Сума; к, р, д 
35153; Сума; д 
35154; Сума; д 
35155; Поле; у 
35156; Сума, Поле; у, д 
35157; Сума; д 
35158; Кривцы; к, с 
35159; Рогозеру; к 
35160; Лесное урочище, Сума, Рогозеро, Лапсельга; уроч, д 
35161; ;  
35162; Сума, Сума, Чубликом; р, д, уроч 
35163; ;  
35164; Иргоре; к, у 
35165; Остров; д 
35166; Поляна; уроч 
35167; ;  
35168; Кубово;  
35169; Усть, Колода; д 
35170; Колода; д 
35171; Сенокос, Колода; д 
35172; Колода; д 
35173; Колода; д 
35174; Колода; д 
35175; Колода; д 
35176; Гольяницы, Анухиной Нивой; д, уроч 
35177; Гольяницы, Анухиной Нивой; д, уроч 
35178; Пахотное угодье; к, д 
35179; Пильмасозерскому с/с; к, с 
35180; Гольяницы, Водлозеро; о, оз 
35181; Гольяницы, Водлозеро, Келка, Деревня; д, оз, с, р, з, к, х 
35182; Большой камень, Тихий Берег, Гольницы; уроч, д 
35183; ;  
35184; Гольницы; д 
35185; Большой камень, Тихий Берег, Гольницы; уроч, д 
35186; Гольницы; д 
35187; Гольницы; д 
35188; Черного ручья, Гольницы; д 
35189; Гольницы; д 
35190; Гольницы; у, д 
35191; Водлозеро, Гольяницы; оз, с, д 
35192; Гольницы; д 
35193; Лахта, Гольницы; оз, д 
35194; Гольницы; д 
35195; Гольницы; д 
35196; Пильмасозеро, Гольницы; д 
35197; Гольницы; у, д 
35198; Гольницы; у, д 
35199; Гольницы; д 
35200; Водлозеро; оз, у, д 
35201; Гольницы; д 
35202; Гольницы; д 
35203; ;  
35204; Гольницы; д 
35205; Загорье; д 
35206; Загорье; д 
35207; Загорье; д 
35208; Келка; р 
35209; Келка; р 
35210; Поле, Загорье, Пильмасозеро; д 
35211; Загорье; д 
35212; Гумарнаволок; д 
35213; Загорье; д 
35214; Пожни, Загорье; у, д 
35215; Загорье; д 
35216; Загорье; д 
35217; Ананьевщина; уроч 
35218; Пахотное угодье, Загорье; д 
35219; Загорье; д 
35220; Загорье; д 
35221; Загорье, Гумарнаволок; д 
35222; Загорье, Загорье, Гумарнаволок; д, у 
35223; Поле, Загорье, Гумарнаволок; д 
35224; Загорье, Загорье, Гумарнаволок; д 
35225; Загорье, Гольницы, Сенокос, Загорье, Гумарнаволок; д, к 
35226; Загорье, Хлябодовские поляны, Тарасовщина; з, д, уроч 
35227; Келка; р 
35228; Луда, Загорье; оз, у, д 
35229; Поле, Загорье, Клочуха; з, д, с, уроч 
35230; Загорье, Гумарнаволок; д 
35231; Загорье; д 
35232; Загорье; д 
35233; Поле, Загорье, Суземная Дорога, Зимник; д, уроч 
35234; Загорье; д 
35235; Загорье, Пильмасозеро; д 
35236; Загорье, Водлозеро; д, оз 
35237; Загорье, Поле, Загорье, Пильмасозеро; д 
35238; Загорье; д 
35239; Загорье; д 
35240; Гумарнаволок, Пильмасозеро; з, д, у 
35241; Загорье, Пильмасозеро; д 
35242; Загорье; д 
35243; Загорье; д 
35244; Загорье, Дальние поляны; з, д, уроч 
35245; Мельница; д 
35246; Загорье, Мистяжное поле, Красюковщина; з, д, уроч 
35247; Загорье; д 
35248; Загорье; д 
35249; Келка; р 
35250; Келкозеро; у, д 
35251; Келкозеро, Малая Сельга; д 
35252; Келкозеро; д 
35253; Келкозеро; д 
35254; Келкозеро; у, д 
35255; Келкозеро; д 
35256; Келкозеро; д 
35257; Келкозеро; д 
35258; Келка, Келкозеро, Ручей, Келкозеро; р, д, оз 
35259; Келкозеро; д 
35260; Келкозеро; з, д 
35261; Поле, Келкозеро, Келкозеро; д, оз 
35262; Келкозеро, Большая Сельга, Малая Сельга; д 
35263; Келкозеро; у, д 
35264; Келкозеро; д 
35265; Келкозеро, Пильмасозеро; д 
35266; У Родника; д, уроч 
35267; Келкозеро; у, д 
35268; Водлозеро, Келкозеро, Пильмаса; оз, р 
35269; Озеро, Пильмасозеро, Водлозеро, Келка; оз, р, с 
35270; Келкозеро; с, оз 
35271; Келкозеро; д 
35272; Кодозеро; оз 
35273; Келкозеро; д 
35274; Пожня, Келкозеро, Келкозеро, Щелейная; у, д 
35275; Сенокос, Корблахты;  
35276; Келкозеро, Келкозеро, Пильмасозеро, Родника, Малинники; у, д, уроч 
35277; Келкозеро, Пильмасозеро; д, у 
35278; Келкозеро; у, д 
35279; Келкозеро; д 
35280; Келкозеро; оз 
35281; Покос, Келкозеро; у, оз, д 
35282; Ручей, Келка; с, бол, р 
35283; Келкозеро; д 
35284; Келкозеро; д 
35285; Пильмасозеро, Малинники Пахомова, Малинники Елисеева, Келкозеро; д, у 
35286; Тоня, Келкозеро; оз 
35287; Тоня, Келкозеро; оз 
35288; Келкозеро, Пильма; д, у, р 
35289; Келкозеро; у, д 
35290; Келкозеро; д 
35291; Келкозеро, Пильма; д, у, р 
35292; Келкозеро; д 
35293; Келкозеро, Пильмасозеро; д 
35294; Келкозеро; д 
35295; Келкозеро; д 
35296; Келкозеро; д 
35297; Залив, Водлозеро; оз 
35298; Залив, Водлозеро; оз 
35299; Келкозеро; д 
35300; Келкозеро; д 
35301; Келкозеро; у, д 
35302; Келкозеро; д 
35303; Келкозеро; д 
35304; Келкозеро; д 
35305; Келкозеро; д 
35306; Келкозеро; д 
35307; Келкозеро; д 
35308; Келкозеро; д 
35309; Келкозеро; д 
35310; Келкозеро, Укшезеро, Болото, Келкозеро; д, оз 
35311; Болото, Келкозеро; д 
35312; Келкозеро; д 
35313; Келкозеро; у, д 
35314; Келкозеро; д 
35315; Келкозеро; у, д 
35316; Келкозеро; д 
35317; Келкозеро; д 
35318; Келкозеро; у, д 
35319; Сенокосное урочище, Келкозеро; у, д 
35320; Водлозеро, Сарий Мох, Келкозеро, Сарлахта; оз, бол 
35321; Келкозеро; д, руч 
35322; Залив оз, Келкозеро; оз, руч 
35323; Келкозеро, Большая Сельга, Дальняя Сельга; д 
35324; Келкозеро, Келкозеро; з, д, у 
35325; Келкозеро; у, д 
